Kanji,Wiki_Count,Wiki_Ranking,Meanings,Grade,JLPT,Radical,Stroke_Count,Newspaper_Ranking,Novel_Frequency,In_Joyo
暑,0,2161,"['sultry', 'hot', 'summer heat']",3,3,72,12,1274,0.000127682,Yes
乞,0,2161,"['beg', 'invite', 'ask']",8,,5,3,1232,0.000135763,Yes
飢,0,2161,"['hungry', 'starve']",8,1,184,10,2111,3.96E-05,Yes
飽,0,2161,"['sated', 'tired of', 'bored', 'satiate']",8,1,184,13,1552,8.59E-05,Yes
泥,0,2161,"['mud', 'mire', 'adhere to', 'be attached to']",8,2,85,8,1082,0.000167854,Yes
又,0,2161,"['or again', 'furthermore', 'on the other hand']",8,1,29,2,250,0.000912697,Yes
戒,0,2161,['commandment'],8,1,62,7,1535,8.82E-05,Yes
嬢,0,2161,"['lass', 'girl', 'Miss', 'daughter']",8,1,38,16,1016,0.000183025,Yes
侯,0,2161,"['marquis', 'lord', 'daimyo']",8,1,9,9,1518,8.96E-05,Yes
升,0,2161,"['measuring box', '1.8 liter']",8,1,24,4,2095,4.05E-05,Yes
采,0,2161,"['dice', 'form', 'appearance', 'take', 'gather', 'coloring']",8,1,165,8,2012,4.54E-05,Yes
廉,0,2161,"['bargain', 'reason', 'charge', 'suspicion', 'point', 'account', 'purity', 'honest', 'low price', 'cheap', 'rested', 'contented', 'peaceful']",8,1,53,13,2149,3.76E-05,Yes
遮,0,2161,"['intercept', 'interrupt', 'obstruct']",8,1,162,14,2067,4.22E-05,Yes
汎,0,2161,['pan-'],8,,85,6,3001,1.26E-05,Yes
膨,0,2161,"['swell', 'get fat', 'thick']",8,1,130,16,2292,3.10E-05,Yes
漂,0,2161,"['drift', 'float (on liquid)']",8,1,85,14,1636,7.62E-05,Yes
慨,0,2161,"['rue', 'be sad', 'sigh', 'lament']",8,1,61,13,1957,4.79E-05,Yes
窮,0,2161,"['hard up', 'destitute', 'suffer', 'perplexed', 'cornered']",8,1,116,15,1464,9.65E-05,Yes
剣,0,2161,"['sabre', 'sword', 'blade', 'clock hand']",8,1,18,10,957,0.00019907,Yes
旺,0,2161,"['flourishing', 'successful', 'beautiful', 'vigorous']",8,1,72,8,2906,1.43E-05,Yes
屈,0,2161,"['yield', 'bend', 'flinch', 'submit']",8,1,44,8,906,0.00021869,Yes
腺,0,2161,"['gland', '(kokuji)']",8,,130,13,3925,3.94E-06,Yes
倹,0,2161,"['frugal', 'economy', 'thrifty']",8,1,9,10,3145,1.08E-05,Yes
汰,0,2161,"['washing', 'sieving', 'filtering', 'weeding out', 'luxury']",8,1,85,7,1728,6.56E-05,Yes
蚊,0,2161,['mosquito'],8,1,142,10,1779,6.05E-05,Yes
醒,0,2161,"['awake', 'be disillusioned', 'sober up']",8,,164,16,1686,7.12E-05,Yes
憎,0,2161,"['hate', 'detest']",8,2,61,14,1001,0.000188775,Yes
飯,0,2161,"['meal', 'boiled rice']",4,3,184,12,730,0.00030284,Yes
爽,0,2161,"['refreshing', 'bracing', 'resonant', 'sweet', 'clear']",8,1,89,11,2180,3.65E-05,Yes
虎,0,2161,"['tiger', 'drunkard']",8,1,141,8,1460,9.69E-05,Yes
煎,0,2161,"['broil', 'parch', 'roast', 'boil']",8,,86,13,2476,2.43E-05,No
煎,0,2161,"['broil', 'parch', 'roast', 'boil']",8,,86,13,2476,2.43E-05,No
凸,0,2161,"['convex', 'beetle brow', 'uneven']",8,1,17,5,2868,1.48E-05,Yes
炭,0,2161,"['charcoal', 'coal']",3,2,86,9,1491,9.33E-05,Yes
劾,0,2161,"['censure', 'criminal investigation']",8,1,19,8,4455,1.90E-06,Yes
摯,0,2161,"['gift', 'seriousness']",8,,64,15,3521,6.80E-06,Yes
到,0,2161,"['arrival', 'proceed', 'reach', 'attain', 'result in']",8,2,18,8,882,0.000227431,Yes
郭,0,2161,"['enclosure', 'quarters', 'fortification', 'red-light district']",8,1,163,11,2390,2.78E-05,Yes
后,0,2161,"['empress', 'queen', 'after', 'behind', 'back', 'later']",6,1,30,6,2125,3.91E-05,Yes
岬,0,2161,"['headland', 'cape', 'spit', 'promontory']",8,1,46,8,2606,2.08E-05,Yes
淫,0,2161,"['lewdness', 'licentiousness']",8,,85,11,2254,3.28E-05,No
篤,0,2161,"['fervent', 'kind', 'cordial', 'serious', 'deliberate']",8,1,118,16,2265,3.22E-05,Yes
罷,0,2161,"['quit', 'stop', 'leave', 'withdraw', 'go']",8,1,122,15,2536,2.26E-05,Yes
妬,0,2161,"['jealous', 'envy']",8,,38,8,1942,4.88E-05,Yes
嫉,0,2161,"['jealous', 'envy']",8,,38,13,1931,4.95E-05,Yes
嗣,0,2161,"['heir', 'succeed']",8,1,30,13,2903,1.43E-05,Yes
漬,0,2161,"['pickling', 'soak', 'moisten', 'steep']",8,1,85,14,2081,4.13E-05,Yes
菓,0,2161,"['candy', 'cakes', 'fruit']",8,2,140,11,1546,8.61E-05,Yes
弐,0,2161,"['II', 'two', 'second']",8,1,56,6,3096,1.14E-05,Yes
菌,0,2161,"['germ', 'fungus', 'bacteria']",8,1,140,11,2839,1.53E-05,Yes
餌,0,2161,"['food', 'bait', 'prey', 'tempting profit']",8,,184,14,2044,4.35E-05,No
粗,0,2161,"['coarse', 'rough', 'rugged']",8,1,119,11,1556,8.54E-05,Yes
臆,0,2161,"['timidity', 'heart', 'mind', 'fear', 'cowardly']",8,,130,17,1907,5.12E-05,Yes
柿,0,2161,['persimmon'],8,,75,9,1772,6.13E-05,Yes
喉,0,2161,"['throat', 'voice']",8,,30,12,1582,8.14E-05,Yes
僅,0,2161,['a wee bit'],8,,9,12,1418,0.000102565,No
僅,0,2161,['a wee bit'],8,,9,12,1418,0.000102565,No
杯,0,2161,"['counter for cupfuls', 'wine glass', 'glass', 'toast']",8,2,75,8,892,0.000223177,Yes
蛇,0,2161,"['snake', 'serpent', 'hard drinker']",8,1,142,11,1192,0.000143766,Yes
睦,0,2161,"['intimate', 'friendly', 'harmonious']",8,1,109,13,2735,1.76E-05,Yes
溺,0,2161,"['drown', 'indulge']",8,,85,13,2287,3.12E-05,No
叫,0,2161,"['shout', 'exclaim', 'yell']",8,2,30,6,658,0.000341088,Yes
朕,0,2161,"['majestic plural', 'imperial we']",8,1,74,10,3574,6.41E-06,Yes
拉,0,2161,"['Latin', 'kidnap', 'crush']",8,,64,8,3341,8.51E-06,Yes
眉,0,2161,['eyebrow'],8,1,109,9,1264,0.000129139,Yes
俵,0,2161,"['bag', 'bale', 'sack', 'counter for bags']",5,1,9,10,2130,3.86E-05,Yes
鼓,0,2161,"['drum', 'beat', 'rouse', 'muster']",8,1,207,13,1408,0.000104022,Yes
庶,0,2161,"['commoner', 'all', 'bastard']",8,1,53,11,2513,2.33E-05,Yes
眺,0,2161,"['stare', 'watch', 'look at', 'see', 'scrutinize']",8,1,109,11,637,0.000351869,Yes
憾,0,2161,"['remorse', 'regret', 'be sorry']",8,1,61,16,2207,3.50E-05,Yes
楷,0,2161,"['square character style', 'correctness']",8,,75,13,4152,2.93E-06,Yes
諧,0,2161,['harmony'],8,,149,16,2357,2.90E-05,Yes
宙,0,2161,"['mid-air', 'air', 'space', 'sky', 'memorization', 'interval of time']",6,2,40,8,1446,9.83E-05,Yes
儒,0,2161,['Confucian'],8,1,9,16,2291,3.11E-05,Yes
璽,0,2161,"[""emperor's seal""]",8,1,96,19,4077,3.21E-06,Yes
凹,0,2161,"['concave', 'hollow', 'sunken']",8,1,17,5,2440,2.60E-05,Yes
刀,0,2161,"['sword', 'saber', 'knife']",2,1,18,2,662,0.000339709,Yes
撲,0,2161,"['slap', 'strike', 'hit', 'beat', 'tell', 'speak']",8,1,64,15,1929,4.97E-05,Yes
酌,0,2161,"['bar-tending', 'serving sake', 'the host', 'draw (water)', 'ladle', 'scoop', 'pump']",8,1,164,10,1901,5.16E-05,Yes
坑,0,2161,"['pit', 'hole']",8,1,32,7,2233,3.38E-05,Yes
雷,0,2161,"['thunder', 'lightning bolt']",8,1,173,13,1524,8.91E-05,Yes
壱,0,2161,['one (in documents)'],8,1,33,7,3160,1.06E-05,Yes
陪,0,2161,"['obeisance', 'follow', 'accompany', 'attend on']",8,1,170,11,3490,7.05E-06,Yes
柵,0,2161,"['stockade', 'fence', 'weir', 'entwine around']",8,,75,9,2358,2.89E-05,Yes
葛,0,2161,"['arrowroot', 'kudzu']",8,,140,11,1947,4.85E-05,No
葛,0,2161,"['arrowroot', 'kudzu']",8,,140,11,1947,4.85E-05,No
悼,0,2161,"['lament', 'grieve over']",8,1,61,11,3293,9.07E-06,Yes
艇,0,2161,"['rowboat', 'small boat']",8,1,137,13,1669,7.30E-05,Yes
痢,0,2161,['diarrhea'],8,1,104,12,3359,8.35E-06,Yes
径,0,2161,"['diameter', 'path', 'method']",4,1,60,8,2057,4.27E-05,Yes
胴,0,2161,"['trunk', 'torso', 'hull (ship)', 'hub of wheel']",8,1,130,10,1789,5.98E-05,Yes
茶,0,2161,['tea'],2,3,140,9,375,0.000601057,Yes
嘱,0,2161,"['entrust', 'request', 'send a message']",8,1,30,15,3543,6.62E-06,Yes
窯,0,2161,"['kiln', 'oven', 'furnace']",8,1,116,15,3114,1.12E-05,Yes
詐,0,2161,"['lie', 'falsehood', 'deceive', 'pretend']",8,1,149,12,2763,1.69E-05,Yes
珠,0,2161,"['pearl', 'gem', 'jewel']",8,1,96,10,1584,8.09E-05,Yes
恒,0,2161,"['constancy', 'always']",8,1,61,9,2319,3.04E-05,Yes
羊,0,2161,['sheep'],3,1,123,6,1640,7.57E-05,Yes
幻,0,2161,"['phantasm', 'vision', 'dream', 'illusion', 'apparition']",8,1,52,4,1371,0.0001102,Yes
斬,0,2161,"['beheading', 'kill', 'murder']",8,,69,11,1160,0.000150896,Yes
債,0,2161,"['bond', 'loan', 'debt']",8,1,9,13,2658,1.95E-05,Yes
抹,0,2161,"['rub', 'paint', 'erase']",8,1,64,8,2737,1.76E-05,Yes
凶,0,2161,"['villain', 'evil', 'bad luck', 'disaster']",8,1,17,4,2351,2.91E-05,Yes
尋,0,2161,"['inquire', 'fathom', 'look for']",8,1,41,12,908,0.000218107,Yes
酷,0,2161,"['cruel', 'severe', 'atrocious', 'unjust']",8,1,164,14,1463,9.66E-05,Yes
丙,0,2161,"['third class', '3rd', '3rd calendar sign']",8,1,1,5,3045,1.19E-05,Yes
炉,0,2161,"['hearth', 'furnace', 'kiln', 'reactor']",8,1,86,8,1569,8.28E-05,Yes
凄,0,2161,"['uncanny', 'weird', 'threatening', 'horrible']",8,,15,10,1420,0.000102158,Yes
畏,0,2161,"['fear', 'majestic', 'graciously', 'be apprehensive']",8,,102,9,2072,4.20E-05,Yes
芋,0,2161,['potato'],8,1,140,6,1985,4.69E-05,Yes
殻,0,2161,"['husk', 'nut shell']",8,1,79,11,2148,3.77E-05,Yes
辣,0,2161,"['pungent', 'spicy', 'harsh', 'cruel', 'severe']",8,,160,14,3086,1.15E-05,Yes
拷,0,2161,"['torture', 'beat']",8,1,64,9,3100,1.14E-05,Yes
舷,0,2161,['gunwale'],8,,137,11,2604,2.08E-05,Yes
屯,0,2161,"['barracks', 'police station', 'camp', 'ton']",8,1,45,4,3036,1.21E-05,Yes
擬,0,2161,"['mimic', 'aim (a gun) at', 'nominate', 'imitate']",8,1,64,17,2478,2.43E-05,Yes
淑,0,2161,"['graceful', 'gentle', 'pure']",8,1,85,11,2722,1.79E-05,Yes
拙,0,2161,"['bungling', 'clumsy', 'unskillful']",8,1,64,8,1444,9.84E-05,Yes
婿,0,2161,"['bridegroom', 'son-in-law']",8,1,38,12,2225,3.41E-05,Yes
宵,0,2161,"['wee hours', 'evening', 'early night']",8,1,40,10,1604,7.88E-05,Yes
濯,0,2161,"['laundry', 'wash', 'pour on', 'rinse']",8,2,85,17,2381,2.80E-05,Yes
剝,0,2161,[],,,18,10,,,No
翁,0,2161,['venerable old man'],8,1,124,10,1350,0.000114007,Yes
頒,0,2161,"['distribute', 'disseminate', 'partition', 'understand']",8,1,181,13,3493,7.01E-06,Yes
餓,0,2161,"['starve', 'hungry', 'thirst']",8,1,184,15,2117,3.94E-05,Yes
粛,0,2161,"['solemn', 'quietly', 'softly']",8,1,129,11,2091,4.08E-05,Yes
粒,0,2161,"['grains', 'drop', 'counter for tiny particles']",8,2,119,11,1782,6.01E-05,Yes
滴,0,2161,"['drip', 'drop']",8,2,85,14,1909,5.10E-05,Yes
塊,0,2161,"['clod', 'lump', 'chunk', 'clot', 'mass']",8,1,32,13,1916,5.03E-05,Yes
褐,0,2161,"['brown', 'woollen kimono']",8,1,145,13,2709,1.82E-05,Yes
嫡,0,2161,"['legitimate wife', 'direct descent (non-bastard)']",8,1,38,14,3106,1.13E-05,Yes
塀,0,2161,"['fence', 'wall', '(kokuji)']",8,1,32,12,1723,6.64E-05,Yes
欺,0,2161,"['deceit', 'cheat', 'delude']",8,1,76,12,1892,5.20E-05,Yes
塡,0,2161,"['fill in', 'fill up', 'make good']",8,,32,13,,,No
庸,0,2161,"['commonplace', 'ordinary', 'employment']",8,1,53,11,1967,4.76E-05,Yes
髄,0,2161,"['marrow', 'pith', 'essence']",8,1,188,19,2286,3.13E-05,Yes
喪,0,2161,"['miss', 'mourning']",8,1,30,12,2132,3.85E-05,Yes
浴,0,2161,"['bathe', 'be favored with', 'bask in']",4,2,85,10,1094,0.000164979,Yes
瓦,0,2161,"['tile', 'gram']",8,,98,5,1487,9.39E-05,Yes
喝,0,2161,"['hoarse', 'scold']",8,1,30,11,2278,3.17E-05,Yes
捜,0,2161,"['search', 'look for', 'locate']",8,2,64,10,1488,9.37E-05,Yes
遵,0,2161,"['abide by', 'follow', 'obey', 'learn']",8,1,162,15,3830,4.39E-06,Yes
椅,0,2161,['chair'],8,,75,12,1088,0.00016595,Yes
箋,0,2161,"['paper', 'label', 'letter', 'composition']",8,,118,14,3465,7.23E-06,Yes
唄,0,2161,"['song', 'ballad']",8,1,30,10,1359,0.000112589,Yes
錠,0,2161,"['lock', 'fetters', 'shackles']",8,1,167,16,2290,3.11E-05,Yes
暁,0,2161,"['daybreak', 'dawn', 'in the event']",8,1,72,12,1979,4.70E-05,Yes
胞,0,2161,"['placenta', 'sac', 'sheath']",8,1,130,9,2321,3.03E-05,Yes
偵,0,2161,['spy'],8,1,9,11,1384,0.000107344,Yes
綻,0,2161,"['be rent', 'ripped', 'unravel', 'run', 'begin to open', 'smile']",8,,120,14,2954,1.33E-05,Yes
憧,0,2161,"['yearn after', 'long for', 'aspire to', 'admire', 'adore']",8,1,61,15,2402,2.72E-05,Yes
韓,0,2161,['Korea'],8,,178,18,2491,2.39E-05,No
韓,0,2161,['Korea'],8,,178,18,2491,2.39E-05,No
舟,0,2161,"['boat', 'ship']",8,2,137,6,999,0.000189299,Yes
据,0,2161,"['set', 'lay a foundation', 'install', 'equip', 'squat down', 'sit down']",8,1,64,11,1452,9.80E-05,Yes
鉢,0,2161,"['bowl', 'rice tub', 'pot', 'crown']",8,1,167,13,1182,0.000145185,Yes
餅,0,2161,['mochi rice cake'],8,,184,14,1635,7.62E-05,No
塾,0,2161,"['cram school', 'private school']",8,1,32,14,2099,4.03E-05,Yes
釜,0,2161,"['kettle', 'cauldron', 'iron pot']",8,,167,10,2016,4.51E-05,Yes
蚕,0,2161,['silkworm'],6,1,142,10,2827,1.55E-05,Yes
詔,0,2161,['imperial edict'],8,1,149,12,2913,1.41E-05,Yes
梅,0,2161,['plum'],4,1,75,10,945,0.00020618,Yes
遜,0,2161,"['humble', 'modest']",8,,162,13,2438,2.61E-05,No
遍,0,2161,"['everywhere', 'times', 'widely', 'generally']",8,1,162,12,1562,8.46E-05,Yes
逓,0,2161,"['relay', 'in turn', 'sending']",8,1,162,10,3717,5.19E-06,Yes
憬,0,2161,"['yearn for', 'aspire to', 'admire']",8,,61,15,2895,1.45E-05,Yes
閥,0,2161,"['clique', 'lineage', 'pedigree', 'faction', 'clan']",8,1,169,14,2793,1.61E-05,Yes
闇,0,2161,"['get dark', 'gloom', 'disorder']",8,,169,17,993,0.000191009,Yes
蔽,0,2161,"['cover', 'shade', 'mantle', 'capsize', 'be ruined']",8,,140,15,2022,4.48E-05,No
蔽,0,2161,"['cover', 'shade', 'mantle', 'capsize', 'be ruined']",8,,140,15,2022,4.48E-05,No
臼,0,2161,['mortar'],8,,134,6,2659,1.95E-05,Yes
頓,0,2161,"['suddenly', 'immediately', 'in a hurry', 'arrange', 'stay in place', 'bow', 'kowtow']",8,,181,13,1692,7.03E-05,Yes
峠,0,2161,"['mountain peak', 'mountain pass', 'climax', 'crest', '(kokuji)']",8,1,46,9,1681,7.19E-05,Yes
賂,0,2161,['bribe'],8,,154,13,3666,5.63E-06,Yes
鋳,0,2161,"['casting', 'mint']",8,1,167,15,2855,1.50E-05,Yes
酎,0,2161,['sake'],8,,164,10,3242,9.58E-06,Yes
坪,0,2161,"['two-mat area', 'approx. thirty-six sq ft']",8,1,32,8,2101,4.03E-05,Yes
丼,0,2161,"['bowl', 'bowl of food']",8,,3,5,3413,7.79E-06,Yes
惜,0,2161,"['pity', 'be sparing of', 'frugal', 'stingy', 'regret']",8,1,61,11,1026,0.000181451,Yes
袖,0,2161,"['sleeve', 'wing (building)', 'extension', 'give cold shoulder']",8,,145,10,1117,0.000159617,Yes
隷,0,2161,"['slave', 'servant', 'prisoner', 'criminal', 'follower']",8,1,171,16,2250,3.30E-05,Yes
斥,0,2161,"['reject', 'retreat', 'recede', 'withdraw', 'repel', 'repulse']",8,1,69,5,2256,3.28E-05,Yes
抱,0,2161,"['embrace', 'hug', 'hold in arms']",8,2,64,8,578,0.000398723,Yes
婆,0,2161,"['old woman', 'grandma', 'wet nurse']",8,1,38,11,766,0.000280346,Yes
掌,0,2161,"['manipulate', 'rule', 'administer', 'conduct', 'palm of hand']",8,1,64,12,1481,9.46E-05,Yes
繕,0,2161,"['darning', 'repair', 'mend', 'trim', 'tidy up', 'adjust']",8,1,120,18,2494,2.39E-05,Yes
諭,0,2161,"['rebuke', 'admonish', 'charge', 'warn', 'persuade']",8,1,149,16,2331,2.98E-05,Yes
吏,0,2161,"['officer', 'an official']",8,1,30,6,1838,5.58E-05,Yes
眠,0,2161,"['sleep', 'die', 'sleepy']",8,2,109,10,661,0.000340039,Yes
刈,0,2161,"['reap', 'cut', 'clip', 'trim', 'prune']",8,1,18,4,1881,5.28E-05,Yes
蓄,0,2161,"['amass', 'raise', 'hoard', 'store']",8,1,140,13,1949,4.82E-05,Yes
詮,0,2161,"['discussion', 'methods called for', 'selection', 'result']",8,,149,13,1773,6.12E-05,No
衷,0,2161,"['inmost', 'heart', 'mind', 'inside']",8,1,145,9,2914,1.41E-05,Yes
戚,0,2161,"['grieve', 'relatives']",8,,62,11,2159,3.71E-05,Yes
脊,0,2161,"['stature', 'height']",8,,130,10,2332,2.98E-05,Yes
隻,0,2161,"['vessels', 'counter for ships', 'fish', 'birds', 'arrows', 'one of a pair']",8,1,172,10,2493,2.39E-05,Yes
娠,0,2161,"['with child', 'pregnancy']",8,1,38,10,2926,1.38E-05,Yes
睡,0,2161,"['drowsy', 'sleep', 'die']",8,1,109,13,1516,8.97E-05,Yes
勃,0,2161,"['suddenness', 'rise']",8,,19,9,2592,2.12E-05,Yes
惰,0,2161,"['lazy', 'laziness']",8,1,61,12,2557,2.21E-05,Yes
腫,0,2161,"['tumor', 'swelling']",8,,130,13,2526,2.29E-05,Yes
痘,0,2161,"['pox', 'smallpox']",8,1,104,12,3468,7.23E-06,Yes
糧,0,2161,"['provisions', 'food', 'bread']",8,1,119,18,2082,4.11E-05,Yes
繭,0,2161,['cocoon'],8,1,120,18,3487,7.07E-06,Yes
骸,0,2161,"['bone', 'body', 'corpse']",8,,188,16,1390,0.000106334,Yes
諮,0,2161,['consult with'],8,1,149,16,3999,3.63E-06,Yes
碁,0,2161,['Go'],8,1,112,13,2195,3.57E-05,Yes
芽,0,2161,"['bud', 'sprout', 'spear', 'germ']",4,1,140,8,1673,7.25E-05,Yes
伺,0,2161,"['pay respects', 'visit', 'ask', 'inquire', 'question', 'implore']",8,2,9,7,1646,7.49E-05,Yes
頑,0,2161,"['stubborn', 'foolish', 'firmly']",8,1,181,13,1765,6.20E-05,Yes
拳,0,2161,['fist'],8,1,64,10,1867,5.37E-05,Yes
棺,0,2161,"['coffin', 'casket']",8,1,75,12,2172,3.68E-05,Yes
皿,0,2161,"['dish', 'a helping', 'plate']",3,2,108,5,1532,8.83E-05,Yes
裸,0,2161,"['naked', 'nude', 'uncovered', 'partially clothed']",8,1,145,13,1407,0.000104061,Yes
尉,0,2161,"['military officer', 'jailer', 'old man', 'rank']",8,1,41,11,1590,8.03E-05,Yes
貪,0,2161,"['covet', 'indulge in']",8,,154,11,2328,2.99E-05,Yes
嗅,0,2161,"['smell', 'sniff', 'scent']",8,,30,13,2076,4.17E-05,Yes
呪,0,2161,"['spell', 'curse', 'charm', 'malediction']",8,,30,8,1601,7.89E-05,Yes
襟,0,2161,"['collar', 'neck', 'lapel', ""one's inner feelings""]",8,1,145,18,1537,8.81E-05,Yes
寸,0,2161,"['measurement', 'tenth of a shaku', 'a little', 'small']",6,1,41,3,727,0.000304394,Yes
迭,0,2161,"['transfer', 'alternation']",8,1,162,8,4181,2.82E-06,Yes
渦,0,2161,"['whirlpool', 'eddy', 'vortex']",8,1,85,12,1842,5.57E-05,Yes
倣,0,2161,"['emulate', 'imitate']",8,1,9,10,2423,2.66E-05,Yes
懇,0,2161,"['sociable', 'kind', 'courteous', 'hospitable', 'cordial']",8,1,61,17,1988,4.69E-05,Yes
悔,0,2161,"['repent', 'regret']",8,1,61,9,1376,0.000109092,Yes
冥,0,2161,['dark'],8,,14,10,2378,2.81E-05,Yes
謎,0,2161,"['riddle', 'puzzle', 'enigma', 'hint', 'tip']",8,,149,16,2007,4.56E-05,No
漸,0,2161,"['steadily', 'gradually advancing', 'finally', 'barely']",8,1,85,14,1340,0.00011628,Yes
租,0,2161,"['tariff', 'crop tax', 'borrowing']",8,1,115,10,2552,2.23E-05,Yes
娯,0,2161,"['recreation', 'pleasure']",8,1,38,10,2450,2.54E-05,Yes
訃,0,2161,['obituary'],8,,149,9,4232,2.62E-06,Yes
剰,0,2161,"['surplus', 'besides']",8,1,18,11,2747,1.74E-05,Yes
蜜,0,2161,"['honey', 'nectar', 'molasses']",8,,142,14,2109,3.96E-05,Yes
畝,0,2161,"['furrow', 'thirty tsubo', 'ridge', 'rib']",8,1,102,10,3047,1.19E-05,Yes
棒,0,2161,"['rod', 'stick', 'cane', 'pole', 'club', 'line']",6,2,75,12,962,0.000198371,Yes
姻,0,2161,"['matrimony', 'marry']",8,1,38,9,3297,9.01E-06,Yes
彙,0,2161,"['same kind', 'collect', 'classify', 'category', 'hedgehog']",8,,58,13,3472,7.19E-06,Yes
拐,0,2161,"['kidnap', 'falsify']",8,1,64,8,3162,1.06E-05,Yes
錮,0,2161,"['confinement', 'to tie']",8,,167,16,4452,1.92E-06,Yes
剖,0,2161,['divide'],8,1,18,10,2435,2.61E-05,Yes
唾,0,2161,"['saliva', 'sputum']",8,,30,11,2194,3.57E-05,Yes
璧,0,2161,"['sphere', 'ball']",8,,96,18,3419,7.77E-06,Yes
核,0,2161,"['nucleus', 'core', 'kernel']",8,1,75,10,2406,2.72E-05,Yes
肯,0,2161,"['agreement', 'consent', 'comply with']",8,2,130,8,1744,6.39E-05,Yes
砕,0,2161,"['smash', 'break', 'crush', 'familiar', 'popular']",8,1,112,9,1878,5.31E-05,Yes
斤,0,2161,"['axe', '1.32 lb', 'catty', 'counter for loaves of bread', 'axe radical (no. 69)']",8,1,69,4,2927,1.38E-05,Yes
墾,0,2161,"['ground-breaking', 'open up farmland']",8,1,32,16,2946,1.34E-05,Yes
頰,0,2161,"['cheeks', 'jaw']",8,,181,16,,,No
菊,0,2161,['chrysanthemum'],8,1,140,11,1105,0.000162143,Yes
嘲,0,2161,"['ridicule', 'insult']",8,,30,15,1748,6.32E-05,No
捻,0,2161,"['twirl', 'twist', 'play with']",8,,64,11,2377,2.81E-05,Yes
怨,0,2161,"['grudge', 'show resentment', 'be jealous']",8,,61,9,1722,6.64E-05,Yes
韻,0,2161,"['rhyme', 'elegance', 'tone']",8,1,180,19,2208,3.49E-05,Yes
踪,0,2161,"['remains', 'clue', 'footprint']",8,,157,15,3195,1.02E-05,Yes
渇,0,2161,"['thirst', 'dry up', 'parch']",8,1,85,11,2281,3.15E-05,Yes
遡,0,2161,"['go upstream', 'retrace the past']",8,,162,13,3077,1.16E-05,No
遡,0,2161,"['go upstream', 'retrace the past']",8,,162,13,3077,1.16E-05,No
咽,0,2161,"['throat', 'choked', 'smothered', 'stuffy']",8,,30,9,1778,6.05E-05,Yes
洞,0,2161,"['den', 'cave', 'excavation']",8,1,85,9,1576,8.19E-05,Yes
籠,0,2161,"['basket', 'devote oneself', 'seclude oneself', 'cage', 'coop', 'implied']",8,,118,22,716,0.000309406,Yes
謄,0,2161,"['mimeograph', 'copy']",8,1,149,17,3840,4.35E-06,Yes
惧,0,2161,"['fear', 'be afraid of', 'dread']",8,,61,11,3073,1.17E-05,Yes
萎,0,2161,"['wither', 'droop', 'lame']",8,,140,11,2444,2.59E-05,Yes
椎,0,2161,"['chinquapin', 'mallet', 'spine']",8,1,75,12,2426,2.64E-05,Yes
栃,0,2161,"['horse chestnut', '(kokuji)']",4,,75,9,3410,7.81E-06,No
恭,0,2161,"['respect', 'reverent']",8,1,61,10,1987,4.69E-05,Yes
捗,0,2161,['make progress'],8,,64,10,3422,7.71E-06,No
舶,0,2161,"['liner', 'ship']",8,1,137,11,2965,1.31E-05,Yes
枯,0,2161,"['wither', 'die', 'dry up', 'be seasoned']",8,2,75,9,1320,0.000119796,Yes
羞,0,2161,['feel ashamed'],8,,123,11,2366,2.84E-05,Yes
疫,0,2161,['epidemic'],8,1,104,9,3062,1.18E-05,Yes
枕,0,2161,['pillow'],8,,75,8,1191,0.000143883,Yes
桟,0,2161,"['scaffold', 'cleat', 'frame', 'jetty', 'bolt (door)']",8,1,75,10,2374,2.82E-05,Yes
嚇,0,2161,"['menacing', 'dignity', 'majesty', 'threaten']",8,1,30,17,2508,2.34E-05,Yes
畔,0,2161,"['paddy ridge', 'levee']",8,1,102,10,2318,3.05E-05,Yes
慄,0,2161,['fear'],8,,61,13,1903,5.15E-05,Yes
窃,0,2161,"['stealth', 'steal', 'secret', 'private', 'hushed']",8,1,116,9,2642,1.99E-05,Yes
厘,0,2161,"['rin', '1/10 sen', '1/10 bu']",8,1,27,9,2699,1.85E-05,Yes
妊,0,2161,['pregnancy'],8,1,38,7,2910,1.42E-05,Yes
蛍,0,2161,"['lightning-bug', 'firefly']",8,1,142,11,3039,1.20E-05,Yes
玩,0,2161,"['play', 'take pleasure in', 'trifle with', 'make sport of']",8,,96,8,2202,3.54E-05,Yes
苛,0,2161,"['torment', 'scold', 'chastise']",8,,140,8,2045,4.34E-05,Yes
慢,0,2161,"['ridicule', 'laziness']",8,1,61,14,1098,0.000164687,Yes
傲,0,2161,['be proud'],8,,9,13,2457,2.52E-05,Yes
勾,0,2161,"['be bent', 'slope', 'capture']",8,,20,4,2824,1.55E-05,Yes
羨,0,2161,"['envious', 'be jealous', 'covet']",8,,123,13,2064,4.23E-05,Yes
醸,0,2161,"['brew', 'cause']",8,1,164,20,3046,1.19E-05,Yes
豚,0,2161,"['pork', 'pig']",8,1,152,11,1853,5.49E-05,Yes
刃,0,2161,"['blade', 'sword', 'edge']",8,1,18,3,1735,6.50E-05,Yes
款,0,2161,"['goodwill', 'article', 'section', 'friendship', 'collusion']",8,1,76,12,3848,4.33E-06,Yes
倫,0,2161,"['ethics', 'companion']",8,1,9,10,1742,6.40E-05,Yes
